filename|text
S05E19_BMO_Vocals_SPEAKER_02_46.44.wav|We will, we will, we will.
S10E09_BMO_Vocals_SPEAKER_06_177.52.wav|I'll be right here!
S05E17_BMO_Vocals_SPEAKER_03_317.83.wav|I think my batteries are wet.
S05E16_BMO_Vocals_SPEAKER_02_449.91.wav|Jake, you drive a hard burger.
S07E14_BMO_Vocals_SPEAKER_04_599.81.wav|Are you a Mo too?
S05E06_BMO_Vocals_SPEAKER_03_39.84.wav|Puppies!
S01E15_BMO_Vocals_SPEAKER_05_409.20.wav|That was a great plan!
S05E28_BMO_Vocals_SPEAKER_12_106.71.wav|Please take me to get fixed.
S08E21_BMO_Vocals_SPEAKER_07_636.88.wav|That's not right.
S04E17_BMO_Vocals_SPEAKER_03_135.18.wav|Calm down, big guy.
S04E17_BMO_Vocals_SPEAKER_03_381.12.wav|Why would Ronnie swipe the sock?
S07E17_BMO_Vocals_SPEAKER_00_233.29.wav|Are you gonna apologize or- Horses do not talk.
S05E23_BMO_Vocals_SPEAKER_03_289.38.wav|No, I like organized sound.
S01E15_BMO_Vocals_SPEAKER_05_259.15.wav|Sneaking.
S11E01_BMO_Vocals_SPEAKER_04_739.16.wav|Because BMO has a mission.
S07E05_BMO_Vocals_SPEAKER_05_255.80.wav|Football, are you okay?
S07E17_BMO_Vocals_SPEAKER_04_225.90.wav|Yet, the devil is still here, sleeping in my couch.
S07E05_BMO_Vocals_SPEAKER_03_88.96.wav|Because I love you.
S08E22_BMO_Vocals_SPEAKER_01_661.34.wav|And Susan too, I guess.
S06E08_BMO_Vocals_SPEAKER_08_59.55.wav|Friar Tux would never have a mustache like that.
S05E28_BMO_Vocals_SPEAKER_12_92.71.wav|I didn't do nothing!
S11E01_BMO_Vocals_SPEAKER_17_777.59.wav|With my ship gone, I'm trapped here.
S08E02_BMO_Vocals_SPEAKER_02_670.64.wav|I just had the most wonderful dream.
S07E14_BMO_Vocals_SPEAKER_05_550.23.wav|It doesn't seem like it.
S09E02_BMO_Vocals_SPEAKER_04_184.67.wav|But we haven't gone through any portals.
S08E05_BMO_Vocals_SPEAKER_02_646.53.wav|You mean some people are just a pure city sidewalk boom-boom from a rat dunk and that's all there is to it?
S07E14_BMO_Vocals_SPEAKER_04_236.48.wav|But won't Finn and Jake miss me?
S11E01_BMO_Vocals_SPEAKER_17_146.05.wav|Boy, that meteoroid storm was scary.
S06E35_BMO_Vocals_SPEAKER_07_188.97.wav|A hole, you say?
S05E33_BMO_Vocals_SPEAKER_05_345.81.wav|This is sick!
S07E14_BMO_Vocals_SPEAKER_05_1230.09.wav|I think I just killed someone.
S06E34_BMO_Vocals_SPEAKER_02_158.29.wav|Give the man what he wants.
S11E01_BMO_Vocals_SPEAKER_16_1981.72.wav|You were always just a cute sidekick.
S11E01_BMO_Vocals_SPEAKER_04_73.39.wav|I wrote this song for my head!
S09E01_BMO_Vocals_SPEAKER_01_87.42.wav|Good night, weird cloud.
S05E06_BMO_Vocals_SPEAKER_03_644.43.wav|I've got all the bread you need.
S01E23_BMO_Vocals_SPEAKER_04_100.92.wav|That is an interesting response, but I'll shut down.
S07E14_BMO_Vocals_SPEAKER_05_812.15.wav|What if we use this trash to climb up to the vent?
S10E03_BMO_Vocals_SPEAKER_06_70.61.wav|Yeah, dump it in, stir it up.
S07E05_BMO_Vocals_SPEAKER_03_390.55.wav|How did you get in the spoon?
S07E17_BMO_Vocals_SPEAKER_07_579.51.wav|I am old enough to vote.
S11E01_BMO_Vocals_SPEAKER_17_55.07.wav|That's gotta be the biggest comet I ever did, I... What the heck?
S07E05_BMO_Vocals_SPEAKER_03_336.87.wav|So the best thing everyone can do is forget about him.
S06E08_BMO_Vocals_SPEAKER_08_42.32.wav|Stand and deliver it, boy, because I'm Robin Hood.
S11E01_BMO_Vocals_SPEAKER_04_1761.58.wav|Lucky this hole was here.
S05E17_BMO_Vocals_SPEAKER_02_206.31.wav|He must be lost, like us.
S01E15_BMO_Vocals_SPEAKER_05_258.03.wav|Sneaking.
S10E09_BMO_Vocals_SPEAKER_09_74.79.wav|He leaves them for me when he goes out.
S11E01_BMO_Vocals_SPEAKER_04_1987.46.wav|You know I'm an empath.
S05E10_BMO_Vocals_SPEAKER_04_200.21.wav|I just thought you kept better company.
S05E07_BMO_Vocals_SPEAKER_02_138.14.wav|SUCKS Finn can go outside today.
S07E17_BMO_Vocals_SPEAKER_04_129.39.wav|One sandwich per horse hour.
S10E09_BMO_Vocals_SPEAKER_09_72.37.wav|My Jake Valentines.
S05E17_BMO_Vocals_SPEAKER_03_179.00.wav|I was listening to your story.
S07E19_BMO_Vocals_SPEAKER_06_34.57.wav|I'm your host, Starchy.
S05E28_BMO_Vocals_SPEAKER_12_130.61.wav|Okay, now straight down this place.
S05E06_BMO_Vocals_SPEAKER_06_34.27.wav|Puppies!
S08E05_BMO_Vocals_SPEAKER_02_662.95.wav|Did you notice I got the mouth just right?
S10E03_BMO_Vocals_SPEAKER_00_384.89.wav|Like how Neptr only just found out there is a face on his can, and now he thinks the can is his conjoined twin.
S05E28_BMO_Vocals_SPEAKER_12_285.91.wav|That's where the driver ports are!
S07E17_BMO_Vocals_SPEAKER_04_121.38.wav|Putting my safety and my reputation on the line.
S09E11_BMO_Vocals_SPEAKER_02_193.91.wav|Finn sang a song even though he was asleep.
S06E08_BMO_Vocals_SPEAKER_08_118.95.wav|You should give it to Robin Hood.
S07E05_BMO_Vocals_SPEAKER_05_217.97.wav|It's lonely.
S07E05_BMO_Vocals_SPEAKER_05_32.83.wav|Football, you don't mean that.
S05E17_BMO_Vocals_SPEAKER_02_250.38.wav|I don't think we have any choice.
S05E17_BMO_Vocals_SPEAKER_03_274.72.wav|Bravery!
S01E23_BMO_Vocals_SPEAKER_04_88.27.wav|I've created a new game called Conversation Parade.
S07E14_BMO_Vocals_SPEAKER_05_1257.63.wav|So if there is anything he wanted to teach me, better be in me already.
S10E02_BMO_Vocals_SPEAKER_02_97.00.wav|The Cosmite is always right!
S09E02_BMO_Vocals_SPEAKER_04_496.98.wav|Yay!
S11E01_BMO_Vocals_SPEAKER_17_1519.06.wav|You are not a very good scientist.
S05E28_BMO_Vocals_SPEAKER_11_190.14.wav|This is gonna be a snap.
S09E02_BMO_Vocals_SPEAKER_07_133.15.wav|Is this some kind of a sick joke?
S03E12_BMO_Vocals_SPEAKER_07_97.83.wav|I am Professor Pintz.
S07E05_BMO_Vocals_SPEAKER_03_623.34.wav|Carlos is here.
S07E05_BMO_Vocals_SPEAKER_03_666.60.wav|I miss my traffic cone so much!
S07E14_BMO_Vocals_SPEAKER_05_303.15.wav|But then, if I change, will Fin and Jake still love me?
S11E01_BMO_Vocals_SPEAKER_17_784.27.wav|It does need a saving, correct?
S10E02_BMO_Vocals_SPEAKER_02_645.35.wav|See you tomorrow, partner.
S07E14_BMO_Vocals_SPEAKER_04_432.32.wav|I'm here on a solo birthday mission!
S05E03_BMO_Vocals_SPEAKER_10_483.90.wav|But, but what about you, BMO?
S11E01_BMO_Vocals_SPEAKER_17_908.44.wav|Hey, check out this hot house mess.
S08E20_BMO_Vocals_SPEAKER_00_144.72.wav|I know they are professionals, but it's just too intimate.
S11E01_BMO_Vocals_SPEAKER_17_1360.99.wav|Oh, I thought it was a popcorn maker.
S02E16_BMO_Vocals_SPEAKER_01_107.44.wav|It's much more dangerous than you think.
S07E05_BMO_Vocals_SPEAKER_03_387.75.wav|I know how to follow you, football.
S11E01_BMO_Vocals_SPEAKER_17_848.99.wav|It is far from here.
S04E12_BMO_Vocals_SPEAKER_03_127.70.wav|Yay, I win!
S04E17_BMO_Vocals_SPEAKER_03_652.66.wav|But the flatfoot busted Ronnie, and Lorraine skedaddled with the loot.
S07E14_BMO_Vocals_SPEAKER_05_113.30.wav|He's so smart!
S07E14_BMO_Vocals_SPEAKER_08_268.52.wav|Are you there, Air?
S10E13_BMO_Vocals_SPEAKER_11_2106.90.wav|My art is a weapon!
S07E24_BMO_Vocals_SPEAKER_01_401.73.wav|Are you gonna open your eyes now?
S06E05_BMO_Vocals_SPEAKER_02_102.92.wav|That's none of our business.
S11E01_BMO_Vocals_SPEAKER_17_64.74.wav|Just another ineffable mystery in a universe *full* of mysteries.
S07E05_BMO_Vocals_SPEAKER_03_86.34.wav|You'd do that for me?
S09E02_BMO_Vocals_SPEAKER_04_108.00.wav|We are only teasing you because you are a *baby*.
S10E02_BMO_Vocals_SPEAKER_02_239.32.wav|Tie the top at the top.
S07E05_BMO_Vocals_SPEAKER_03_324.94.wav|He says for you guys to treat her, I mean me, as nice as you treated him, Beemo.
S08E18_BMO_Vocals_SPEAKER_07_163.90.wav|We have to save this precious unicorn.
S06E34_BMO_Vocals_SPEAKER_06_249.50.wav|This is the greatest day of my life!
S04E02_BMO_Vocals_SPEAKER_01_102.93.wav|I am a little living boy.
S06E17_BMO_Vocals_SPEAKER_01_513.05.wav|Jake, I have a radical option.
S07E20_BMO_Vocals_SPEAKER_01_216.40.wav|But Jake, I don't see anything here.
S10E13_BMO_Vocals_SPEAKER_03_275.15.wav|Yeah, it belonged to my best friend, Fred.
S05E28_BMO_Vocals_SPEAKER_12_108.53.wav|I need, need, need, need to get new core system drivers installed.
S02E23_BMO_Vocals_SPEAKER_01_625.75.wav|Guys, you know you're much more than this.
S02E16_BMO_Vocals_SPEAKER_01_650.98.wav|You fricasseed my stuff and broke our house all up!
S07E05_BMO_Vocals_SPEAKER_03_638.62.wav|Will you still visit me?
S07E05_BMO_Vocals_SPEAKER_03_176.68.wav|Yes, shh, yes, I understand.
S11E01_BMO_Vocals_SPEAKER_17_1741.11.wav|BMO, if you bump this up and die, I couldn't live with myself.
S04E17_BMO_Vocals_SPEAKER_05_41.89.wav|Take that, Master Chen.
S07E17_BMO_Vocals_SPEAKER_04_94.86.wav|Not so fast, Jake.
S11E01_BMO_Vocals_SPEAKER_04_1950.84.wav|BLOOD FLIES!
S05E28_BMO_Vocals_SPEAKER_12_392.15.wav|I can hack into his computer and find where my driver port is.
S07E14_BMO_Vocals_SPEAKER_05_99.17.wav|He's way smarter than you, and you, and you too, Jake.
S08E11_BMO_Vocals_SPEAKER_04_75.28.wav|NO CARD WAR!
S07E14_BMO_Vocals_SPEAKER_04_609.46.wav|Uh, I don't understand.
S11E01_BMO_Vocals_SPEAKER_02_1634.91.wav|I have no feelings!
S02E12_BMO_Vocals_SPEAKER_03_399.87.wav|Very unusual color palette, Jake.
S08E23_BMO_Vocals_SPEAKER_02_618.65.wav|OJ, hug me tighter!
S04E17_BMO_Vocals_SPEAKER_03_228.98.wav|I saw your lipstick on his fur.
S04E17_BMO_Vocals_SPEAKER_03_151.44.wav|Would that help you think?
S07E14_BMO_Vocals_SPEAKER_05_1255.81.wav|And Moe is gone now.
S05E17_BMO_Vocals_SPEAKER_02_611.54.wav|I hear you in my head, but I don't see you.
S10E02_BMO_Vocals_SPEAKER_02_290.90.wav|Because I think I see our next customer.
S05E35_BMO_Vocals_SPEAKER_03_71.33.wav|I think someone's knocking at the door.
S09E11_BMO_Vocals_SPEAKER_02_634.09.wav|They had so much fun, but soon the eclipse started to vanish and the moon lady had to say goodbye because eclipses cannot last forever.
S08E23_BMO_Vocals_SPEAKER_02_625.79.wav|I tried to make a Finn and Jake in the goggles' world, but they were scary.
S10E13_BMO_Vocals_SPEAKER_03_686.06.wav|No, not that.
S06E34_BMO_Vocals_SPEAKER_09_352.03.wav|I am on to something important.
S06E17_BMO_Vocals_SPEAKER_04_555.75.wav|I will start your heart up in five minutes, okay?
S09E11_BMO_Vocals_SPEAKER_02_218.84.wav|Though I might have embellished.
S10E13_BMO_Vocals_SPEAKER_20_2042.20.wav|You and I will always be back then.
S10E02_BMO_Vocals_SPEAKER_02_403.97.wav|This velvet bag.
S07E17_BMO_Vocals_SPEAKER_03_427.08.wav|I know you know where he's headed.
S11E01_BMO_Vocals_SPEAKER_17_1734.84.wav|BMO, I think maybe you are also scared of this mission.
S04E02_BMO_Vocals_SPEAKER_01_99.17.wav|BMO, are you a robot?
S08E10_BMO_Vocals_SPEAKER_10_166.76.wav|We are going live in five!
S11E01_BMO_Vocals_SPEAKER_17_2024.99.wav|But I'm supposed to save the drift.
S05E03_BMO_Vocals_SPEAKER_10_466.12.wav|I'm a real baby girl now.
S07E05_BMO_Vocals_SPEAKER_05_466.11.wav|Football, I know it's you.
S07E14_BMO_Vocals_SPEAKER_05_1284.68.wav|It's not just Mo up here, it's me too!
S04E17_BMO_Vocals_SPEAKER_03_334.53.wav|Where is the sock, Bebe?
S07E17_BMO_Vocals_SPEAKER_06_602.98.wav|I am the whaler 'round these parts!
S09E01_BMO_Vocals_SPEAKER_06_343.05.wav|I want to talk to the director.
S07E05_BMO_Vocals_SPEAKER_03_296.93.wav|No, I'm not BMO.
S04E06_BMO_Vocals_SPEAKER_02_38.31.wav|Almost finished.
S07E17_BMO_Vocals_SPEAKER_06_459.53.wav|Sock citizens of dead goat gulch, we can rebuild!
S07E05_BMO_Vocals_SPEAKER_03_334.73.wav|We all need to stay strong.
S11E01_BMO_Vocals_SPEAKER_04_1173.84.wav|We... It's our duty to evacuate the citizens.
S08E23_BMO_Vocals_SPEAKER_02_502.48.wav|Vinny!
S02E16_BMO_Vocals_SPEAKER_01_130.08.wav|No, it's a far too dangerous, incredible adventure for you.
S09E01_BMO_Vocals_SPEAKER_01_355.29.wav|Listen, the play started out good, but it didn't have any relatable characters.
S07E17_BMO_Vocals_SPEAKER_04_165.75.wav|You didn't even try.
S10E09_BMO_Vocals_SPEAKER_10_153.73.wav|Because that is the bearded man's responsibility.
S11E01_BMO_Vocals_SPEAKER_17_396.03.wav|That's nothing to cry about.
S05E39_BMO_Vocals_SPEAKER_10_633.49.wav|Finn!, Jake!
S08E22_BMO_Vocals_SPEAKER_01_657.30.wav|I wish you guys could be here, too.
S06E08_BMO_Vocals_SPEAKER_09_68.78.wav|You are terrible!
S11E01_BMO_Vocals_SPEAKER_17_35.95.wav|Did you know there are more stars in the sky than there are grains of sand in the sky?
S05E19_BMO_Vocals_SPEAKER_02_39.58.wav|Oh, who's the father?
S11E01_BMO_Vocals_SPEAKER_17_114.64.wav|Terraforming Martian soil.
S10E02_BMO_Vocals_SPEAKER_05_322.16.wav|Ice King, you're doing so good!
S04E14_BMO_Vocals_SPEAKER_02_493.49.wav|If this were a real attack, you'd be dead.
S05E17_BMO_Vocals_SPEAKER_02_440.58.wav|I miss baby Ricky.
S02E16_BMO_Vocals_SPEAKER_04_598.52.wav|They're too strong!
S04E17_BMO_Vocals_SPEAKER_03_288.95.wav|Oh, Beemo, can't you just forget about it?
S05E03_BMO_Vocals_SPEAKER_05_497.52.wav|This is a salt shaker.
S01E15_BMO_Vocals_SPEAKER_05_452.95.wav|Nepture is fully functional!
S11E01_BMO_Vocals_SPEAKER_04_1665.53.wav|Yep, this doesn't feel dangerous at all!
S11E01_BMO_Vocals_SPEAKER_17_1912.67.wav|I don't need anybody.
S07E05_BMO_Vocals_SPEAKER_03_57.03.wav|Just wanted to say that I love you.
S07E14_BMO_Vocals_SPEAKER_05_288.79.wav|And that sounds cool, I guess.
S10E13_BMO_Vocals_SPEAKER_20_2029.12.wav|So we are always living in the present tense.
S07E14_BMO_Vocals_SPEAKER_04_759.80.wav|Even though it's my birthday.
S05E19_BMO_Vocals_SPEAKER_06_61.71.wav|(BMO laughing) Whoa, whoa, whoa, whoa.
S11E01_BMO_Vocals_SPEAKER_17_1045.52.wav|Louie, this station is trash.
S11E01_BMO_Vocals_SPEAKER_17_2626.15.wav|The end.
S10E02_BMO_Vocals_SPEAKER_02_76.84.wav|I'm a door-to-door salesman!
S07E17_BMO_Vocals_SPEAKER_04_217.41.wav|I used to be a guy who ran from Glock with the wind at my back and the devil on my shoulder.
S08E23_BMO_Vocals_SPEAKER_02_496.14.wav|I can't do nothing for you in this reality, Vinny.
S07E05_BMO_Vocals_SPEAKER_03_417.83.wav|This is the way it has to be.
S09E01_BMO_Vocals_SPEAKER_06_341.09.wav|This show is terrible!
S05E25_BMO_Vocals_SPEAKER_00_549.72.wav|No, it doesn't belong to anyone, because it's not blood.
S05E17_BMO_Vocals_SPEAKER_02_258.59.wav|You are so beautiful and I love you.
S11E01_BMO_Vocals_SPEAKER_04_1954.78.wav|Mr. M, I got a crystal!
S11E01_BMO_Vocals_SPEAKER_04_439.43.wav|They have terrible aim.
S02E23_BMO_Vocals_SPEAKER_07_495.67.wav|About 20 hours.
S05E17_BMO_Vocals_SPEAKER_02_353.20.wav|Potato.
S05E07_BMO_Vocals_SPEAKER_03_184.73.wav|(BMO crying)
S09E11_BMO_Vocals_SPEAKER_02_217.02.wav|That's how I remember it.
S11E01_BMO_Vocals_SPEAKER_17_1619.98.wav|Because I'm the only one around here that doesn't bite.
S07E17_BMO_Vocals_SPEAKER_06_43.17.wav|Fine-aged cheddar man.
S08E20_BMO_Vocals_SPEAKER_07_562.09.wav|Now me and Beemo can really cut loose.
S05E03_BMO_Vocals_SPEAKER_10_460.35.wav|You've come so far, but still have so much to learn.
S06E34_BMO_Vocals_SPEAKER_02_143.66.wav|It made me think about the fragility of my own life.
S05E17_BMO_Vocals_SPEAKER_03_532.21.wav|Might be a minute.
S03E19_BMO_Vocals_SPEAKER_06_398.53.wav|Finn, get naked.
S08E20_BMO_Vocals_SPEAKER_00_379.64.wav|Return Seeker XJ-77 and cargo to Founder's Island.
S04E17_BMO_Vocals_SPEAKER_03_258.95.wav|You are putting words in my mouth.
S11E01_BMO_Vocals_SPEAKER_04_2650.35.wav|Ricky, you beast!
S11E01_BMO_Vocals_SPEAKER_04_2596.94.wav|Ricky, let's ride!
S05E28_BMO_Vocals_SPEAKER_12_140.34.wav|The instructions also say that damaged moles get a full memory wipe before repairs.
S11E01_BMO_Vocals_SPEAKER_17_2022.27.wav|Mm-mm, not this time.
S04E17_BMO_Vocals_SPEAKER_05_329.59.wav|Wake up, brainiac.
S04E17_BMO_Vocals_SPEAKER_03_386.13.wav|Sure he's a dirtbag born out of a mother, but who's not?
S11E01_BMO_Vocals_SPEAKER_04_791.35.wav|Then I appoint myself your new sheriff.
S11E01_BMO_Vocals_SPEAKER_04_159.48.wav|Yes, Fubo, but I meant new, interesting people.
S02E23_BMO_Vocals_SPEAKER_01_635.29.wav|All that you've been through.
S07E17_BMO_Vocals_SPEAKER_06_601.16.wav|Your day-to-days are over!
S08E21_BMO_Vocals_SPEAKER_02_342.57.wav|Who cares?
S07E19_BMO_Vocals_SPEAKER_09_549.92.wav|Your butt is kinda creepy.
S02E23_BMO_Vocals_SPEAKER_01_644.28.wav|Your love will not delete.
S07E14_BMO_Vocals_SPEAKER_08_1070.40.wav|You've gone too far!
S05E16_BMO_Vocals_SPEAKER_02_336.06.wav|I thought you said you didn't care.